Price,Close,High,Low,Open,Volume,MA5,MA10,Buy
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2024-10-22,235.03382873535156,235.3925683333293,231.7852533575211,233.07072804715946,38846600,233.43345642089844,231.44145812988282,False
2024-10-23,229.95169067382812,234.31635331873264,226.96219904424217,233.26006870913344,52287000,233.23016967773438,231.56302947998046,False
2024-10-24,229.76235961914062,230.0114839114603,227.60992208421712,229.17441473320775,31109500,232.91527709960937,231.71549530029296,False
2024-10-25,230.5994110107422,232.40306843409212,228.76585988907573,228.935262581316,38802300,232.19978942871094,232.1001419067383,False
2024-10-28,232.5824432373047,233.9077863541258,231.73542973016842,232.50273684103132,36087100,231.58594665527343,232.3094055175781,False
2024-10-29,232.85150146484375,233.50919327337175,231.50623935322642,232.28350596136286,35417200,231.14948120117188,232.29146881103514,False
2024-10-30,229.29400634765625,232.65219696606212,228.74592985962587,231.79520878623467,47070900,231.0179443359375,232.12405700683593,False
2024-10-31,225.11868286132812,229.02495000446748,224.5805658660821,228.53666090957242,64370100,230.089208984375,231.5022430419922,False
2024-11-01,222.1291961669922,224.56065178607977,219.49844414747824,220.1959891516409,65276700,228.395166015625,230.29747772216797,False
2024-11-04,221.23233032226562,222.0095968952219,218.94039900502227,220.21591416091667,44944500,226.1251434326172,228.8555450439453,False
2024-11-05,222.66729736328125,223.1655459656629,220.36539125313263,221.02308305755813,28111300,224.0883026123047,227.61889190673827,False
2024-11-06,221.93984985351562,225.27812143912794,220.41521040716108,221.83023455712816,54561100,222.61747131347656,226.81770782470704,False
2024-11-07,226.6831817626953,227.081789771112,223.7833864288354,223.8431738287627,42137700,222.93037109375,226.5097900390625,False
2024-11-08,226.41383361816406,228.10973956989392,225.8651541338214,226.6233197345054,38328800,223.78729858398438,226.0912322998047,False
2024-11-11,223.69039916992188,225.15686291743452,220.96697301971395,224.4585504714927,42005600,224.27891235351564,225.2020278930664,False
2024-11-12,223.69039916992188,225.04712701721013,222.82249764582772,224.00963641496367,40398300,224.48353271484376,224.28591766357422,True
2024-11-13,224.57826232910156,226.10457929193407,222.2239408664857,223.47093284409854,48566200,225.01121520996094,223.81434326171876,False
2024-11-14,227.67080688476562,228.3192366196321,224.45855435577516,224.47851048945301,44923900,225.208740234375,224.0695556640625,False
2024-11-15,224.4585418701172,226.3739196007606,223.73030286311794,225.8551667084814,47923700,224.81768188476562,224.302490234375,False
2024-11-18,227.47128295898438,229.18714506333228,224.62813528483125,224.70794459457642,44686000,225.57385864257813,224.92638549804687,False
2024-11-19,227.73065185546875,229.60613257977118,226.11455519341968,226.43377721041003,36211800,226.3819091796875,225.43272094726564,False
2024-11-20,228.44891357421875,229.37666823104936,225.34639715216647,227.51117324017346,35169600,227.15603942871093,226.08362731933593,False
2024-11-21,227.97007751464844,229.60613029336434,225.16684213362325,228.3292117939797,42108300,227.2158935546875,226.21231689453126,False
2024-11-22,229.3168182373047,230.16477882059493,227.51117639639193,227.51117639639193,38168300,228.187548828125,226.50261535644532,False
2024-11-25,232.30960083007812,232.68869124314412,229.1871434272115,230.9030055193102,90152800,229.15521240234375,227.36453552246093,False
2024-11-26,234.49432373046875,235.00310615337486,232.76849125195545,232.76849125195545,45986200,230.50794677734376,228.44492797851564,False
2024-11-27,234.36465454101562,235.12283541072824,233.24735459247512,233.90577001446655,33498400,231.69109497070312,229.42356719970704,False
2024-11-29,236.75888061523438,237.2377212602243,233.40696565616557,234.24494059041535,28481400,233.4488555908203,230.3323745727539,False
2024-12-02,239.013427734375,240.21053691361496,236.58928278806928,236.69901868412032,48137100,235.38817749023437,231.7878631591797,False
2024-12-03,242.06607055664062,242.1758064568113,238.32509471728144,239.232908507596,38861000,237.33947143554687,233.24734191894532,False
2024-12-04,242.42520141601562,243.5225604021956,240.66944226019712,242.28553892887177,44383900,238.92564697265624,234.716796875,False
2024-12-05,242.4551239013672,243.95151419061432,241.54732536132988,243.40284992887905,40033900,240.54374084472656,236.11741790771484,False
2024-12-06,242.25559997558594,244.04130085085734,241.49743440151175,242.32543882662802,36870600,241.64308471679686,237.54597015380858,False
2024-12-09,246.1562042236328,246.64503053466012,241.16823655952678,241.24804586880077,44649200,243.07164001464844,239.22990875244142,False
2024-12-10,247.1737518310547,247.612695417372,244.7495916510093,246.2958646584201,36914800,244.09317626953126,240.71632385253906,False
2024-12-11,245.89682006835938,250.196445491468,245.6673626102133,247.36328368802742,45205800,244.7875,241.85657348632813,False
2024-12-12,247.36329650878906,248.1414182384854,245.08876927344312,246.2958641332418,32777500,245.76913452148438,243.15643768310548,False
2024-12-13,247.5328826904297,248.69007959411312,245.647431564018,247.223631137632,33155300,246.82459106445313,244.233837890625,False
2024-12-16,250.4358673095703,250.7750606707362,247.05402592958802,247.3932192907539,51694800,247.68052368164064,245.37608184814454,False
2024-12-17,252.8699951171875,253.21915892963332,249.1789022262073,249.47818331943677,51356400,248.81977233886718,246.45647430419922,False
2024-12-18,247.4530792236328,253.66808268004456,247.14382766353577,251.55318925842403,56774100,249.1310241699219,246.95926208496093,False
2024-12-19,249.1888885498047,251.3935770141874,246.49538898335234,246.90440599607692,60882300,249.496142578125,247.63263854980468,False
2024-12-20,253.87759399414062,254.3863612366688,245.09876750312787,247.44310326755718,147495300,250.76508483886718,248.79483795166016,False
2024-12-23,254.6557159423828,255.03479114956258,252.8400883307868,254.15691915529422,40858800,251.6090545654297,249.64478912353516,False
2024-12-24,257.57867431640625,257.58862955018265,254.67565812568793,254.87518901917565,23234700,252.55079040527343,250.6852813720703,False
2024-12-26,258.39666748046875,259.47408555117545,257.0100282923795,257.56867823862046,27237100,254.73950805664063,251.93526611328124,False
2024-12-27,254.9749298095703,258.0774615569102,252.4510193654514,257.20952960207876,42355300,255.89671630859374,252.69642944335936,False
2024-12-30,251.5930938720703,252.8899685500744,250.14658624824915,251.62302046123375,35557500,255.4398162841797,253.10245056152343,False
2024-12-31,249.8173828125,252.670501064015,248.82975968702823,251.8325261089863,39480700,254.47214965820314,253.0406021118164,False
2025-01-02,243.26319885253906,248.5005651105234,241.23808511721737,248.3309608077005,55740700,251.6090545654297,252.07992248535157,False
2025-01-03,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,248.4845947265625,251.61205139160157,False
2025-01-06,244.41041564941406,246.73481040856498,242.61474424512696,243.72207367593157,45045600,246.37169189453124,251.1342041015625,False
2025-01-07,241.62713623046875,244.9590949760797,240.76920518354387,242.3952722906863,40856000,244.37850036621094,249.9091583251953,False
2025-01-08,242.11593627929688,243.12351544341067,239.47231962725974,241.33781457710975,37628900,242.8382110595703,248.65518035888672,False
2025-01-10,236.280029296875,239.58206138453855,232.4392881886217,239.4324132245663,61710900,241.4415771484375,246.5253158569336,False
2025-01-13,233.83592224121094,234.10527676213235,229.16719172961072,232.96802072299363,49630700,239.6538879394531,244.06924133300782,False
2025-01-14,232.71861267089844,235.55177458449063,231.9105643637605,234.1850763475817,39435300,237.31552734375,241.84360961914064,False
2025-01-15,237.2975616455078,238.38495013235746,233.86583756026477,234.07533889356793,39832000,236.44961242675782,240.41405639648437,False
2025-01-16,227.710693359375,237.4372302632713,227.4812511099753,236.77883010316478,71759100,233.56856384277344,238.20338745117186,False
2025-01-17,229.4265594482422,231.73099810398455,227.93016912923343,231.5614090278119,68488300,232.19786987304687,236.8197235107422,False
2025-01-21,222.10421752929688,223.87993275191027,218.85206818023312,223.46094530610958,98070400,229.85152893066407,234.7527084350586,False
2025-01-22,223.29135131835938,223.58064673096774,219.26106511921876,219.26106511921876,64126500,227.96607666015626,232.64080200195312,False
2025-01-23,223.1217803955078,226.4836658384098,221.76505253825962,224.19918327232872,60234800,225.13092041015625,230.79026641845704,False
2025-01-24,222.24388122558594,225.08702882156655,220.877182986192,224.23906824814947,54697900,224.03755798339844,228.80306091308594,False
2025-01-27,229.3068389892578,231.59132137138346,223.44098442848647,223.48089669223063,94863400,224.01361389160155,228.10574188232422,False
2025-01-28,237.68663024902344,239.61199368769647,230.25456145518996,230.2944737209622,75707600,227.13009643554688,228.49081268310547,False
2025-01-29,238.78399658203125,239.2827933650634,233.4468649147594,233.55660081590926,45486100,230.22862548828124,229.09735107421875,True
2025-01-30,237.0182342529297,240.21053038482776,236.63915907674937,238.09563705158317,55658300,233.00791625976564,229.06941833496094,False
2025-01-31,235.4320831298828,246.59515764263173,232.87824601959832,246.59515764263173,101075100,235.645556640625,229.84155731201173,False
2025-02-03,227.4613037109375,231.27211844312274,225.15686500690927,229.43654993330725,73063300,235.27644958496094,229.64503173828126,False
2025-02-04,232.23977661132812,232.5689843025687,226.10456727432145,226.70312948058964,45067300,234.18707885742188,230.65858764648436,False
2025-02-05,231.9105682373047,232.11008389811693,227.72067847197073,227.98004730881974,39620300,232.81239318847656,231.5205093383789,False
2025-02-06,232.6587677001953,233.23737378273856,229.875473186273,230.7334042435517,29925300,231.94049987792968,232.47420806884764,False
2025-02-07,227.08221435546875,233.43688010961284,226.71309440770742,232.04025529180169,39707200,230.27052612304686,232.95804138183593,False
2025-02-10,227.3518524169922,230.2880044885276,226.90244480659103,229.26935130196645,33115600,230.2486358642578,232.76254272460938,False
2025-02-11,232.3153533935547,234.92193591818142,227.83124330015124,227.90114370319637,53718400,230.2637512207031,232.2254150390625,False
2025-02-12,236.55978393554688,236.64967765066982,230.377888084301,230.89721134547665,45243300,231.19359436035157,232.00299377441405,False
2025-02-13,241.21368408203125,242.02262084431055,235.2614980047627,236.5997394445533,53614100,232.90457763671876,232.42253875732422,True
2025-02-14,244.2796630859375,245.22841586050225,240.67439035154717,240.93404435379279,40896200,236.3440673828125,233.3072967529297,False
2025-02-18,244.14984130859375,244.85890295305822,241.52328070167576,243.83025306858283,48822500,239.70366516113282,234.9761505126953,False
2025-02-19,244.54930114746094,245.68780753699892,242.84154918255663,244.33958470767533,32204200,242.15045471191405,236.20710296630858,False
2025-02-20,245.508056640625,246.4568094488268,243.9700649298591,244.61922281669615,32316900,243.9401092529297,237.5668518066406,False
2025-02-21,245.22842407226562,248.36431123309396,244.89885442060717,245.6278941258364,53197400,244.74305725097656,238.82381744384764,False
2025-02-24,246.77639770507812,248.53408727873096,244.09989957647335,244.609226181644,51326400,245.24240417480468,240.7932357788086,False
2025-02-25,246.71646118164062,249.67259136851834,244.58926106556868,247.67521063757022,48013300,245.75572814941407,242.72969665527344,False
2025-02-26,240.0452117919922,244.65915630674968,238.8168269352331,244.01001367840516,44433600,244.85491027832032,243.5026824951172,False
2025-02-27,236.98922729492188,242.14247324939222,236.74953612071198,239.09646458024955,41153600,243.1511444091797,243.54562683105468,False
2025-02-28,241.5232696533203,241.77294223985544,229.89851463379637,236.63967447024518,56833400,242.4101135253906,243.5765853881836,False
2025-03-03,237.71826171875,243.71040379171194,235.80077808405883,241.47333193183624,47184000,240.598486328125,242.92044525146486,False
2025-03-04,235.6210174560547,239.75561031847352,234.3726544629493,237.39870037793833,53798100,238.3793975830078,242.06756286621095,False
2025-03-05,235.4312744140625,236.2402111793479,228.92979032203158,235.11168617953675,47227600,237.45661010742188,241.1557601928711,False
2025-03-06,235.0218048095703,237.54849020730907,232.8546485518437,234.13297099659667,45170400,237.06312561035156,240.1071350097656,False
2025-03-07,238.7569122314453,241.05388787370777,234.45254396930395,234.80209169163373,46273600,236.50985412597657,239.4599838256836,False
2025-03-10,227.1820831298828,235.85072354308846,223.92635798057333,235.23152514577004,72071200,234.40261840820312,237.50055236816405,False
2025-03-11,220.55078125,225.54423318142804,217.16522145004404,223.51689291637274,76137400,231.3885711669922,234.883984375,False
2025-03-12,216.69583129882812,221.4595886104368,214.6285501658544,219.85169651198805,62547500,227.6414825439453,232.5490463256836,False
2025-03-13,209.4053955078125,216.55602242060417,208.14705109128238,215.6671885752157,61368300,222.51820068359376,229.79066314697266,False
2025-03-14,213.21041870117188,213.66980775083542,209.30553558500114,210.97334672214788,60107600,217.40890197753907,226.95937805175782,False
2025-03-17,213.71974182128906,214.93814530685134,209.69502079955336,213.0306430192638,48073400,214.7164337158203,224.5595260620117,False
2025-03-18,212.4114532470703,214.8682229774316,211.21302787332291,213.87952928252258,42432400,213.08856811523438,222.2385696411133,False
2025-03-19,214.95811462402344,218.47349365471302,213.470060528986,213.93944620866878,54385400,212.74102478027345,220.19125366210938,False
2025-03-20,213.81961059570312,217.20517028159983,211.94206785632258,213.70975404736055,48862900,213.62386779785157,218.07103424072267,False
2025-03-21,217.98414611816406,218.5533916912833,211.0032951126973,211.2829271905112,94127800,214.57861328125,215.99375762939454,False
2025-03-24,220.44091796875,221.1899357355996,218.29373979930335,220.71056863168138,44299500,215.9228485107422,215.31964111328125,True
2025-03-25,223.45697021484375,223.80651793975238,219.79177838679217,220.48087718007702,34493600,218.13195190429687,215.61026000976562,False
2025-03-26,221.2398681640625,224.7253029108424,220.18125884970436,223.21727075576553,34466100,219.3883026123047,216.06466369628907,False
2025-03-27,223.5568389892578,224.69534536875565,220.271139232742,221.1000540446544,37094800,221.33574829101562,217.47980804443358,False
2025-03-28,217.6146240234375,223.51688772665744,217.39491092445158,221.3796909591809,39818600,221.2618438720703,217.92022857666015,False
2025-03-31,221.83909606933594,225.32451569687797,215.9468137615173,216.72579102857173,65299300,221.5414794921875,218.73216400146484,False
2025-04-01,222.897705078125,223.3870536043053,218.61331487709137,219.5221267668628,36412700,221.42962646484375,219.78078918457032,False
2025-04-02,223.59678649902344,224.89508702876748,220.73055001137135,221.03016017035932,35905900,221.90101013183593,220.6446563720703,False
2025-04-03,202.9239044189453,207.2182761783418,200.9864426085102,205.27081771109022,103419000,217.77442321777343,219.55508575439453,False
2025-04-04,188.13330078125,199.61824028069563,187.09465424061224,193.6360793511012,125910900,211.87815856933594,216.57000122070312,False
2025-04-07,181.2223663330078,193.89573468350994,174.39131242893686,176.967935484531,160466300,203.75481262207032,212.6481460571289,False
2025-04-08,172.19419860839844,190.09072892121037,168.9884109270566,186.4554964395268,120859500,193.614111328125,207.52186889648436,False
2025-04-09,198.58958435058594,200.3472738997123,171.6648855169899,171.72480450043201,184395900,188.6126708984375,205.25684051513673,False
2025-04-10,190.17062377929688,194.52491452460524,182.76034285398336,188.82240088513313,121880000,186.0620147705078,201.91821899414063,False
2025-04-11,197.89048767089844,199.27866665425725,185.81632494094944,185.856281088865,87435900,188.0134521484375,199.94580535888673,False
2025-04-14,202.25477600097656,212.6611277249045,200.8965565016436,211.1630921847052,101352900,192.21993408203124,197.98737335205078,False
2025-04-15,201.87527465820312,203.24347561495443,199.53834280484799,201.59564256833872,51343900,198.1561492919922,195.8851303100586,True
2025-04-16,194.0155792236328,200.4371508814261,192.11805840887246,198.10021911176236,59732400,197.24134826660156,192.92700958251953,False
2025-04-17,196.72203063964844,198.56961397436802,194.16538565496842,196.94174374665747,51334300,198.55162963867187,192.30682220458985,False
2025-04-21,192.9070281982422,193.54618940120912,189.56140949031536,193.01688474432112,46742500,197.55493774414063,192.78419494628906,False
2025-04-22,199.47842407226562,201.32599215129426,195.71335703344474,195.8631544964882,52976400,196.99966735839843,194.60980072021485,False
2025-04-23,204.33206176757812,207.7276030292648,202.5344160012944,205.7302222309065,52929200,197.49102478027345,197.8235870361328,False
2025-04-24,208.09710693359375,208.5565112075726,202.67422555441442,204.62166872266098,47311000,200.3073303222656,198.7743392944336,True
2025-04-25,209.00592041015625,209.47530610539675,205.92995222724628,206.0997277622984,38222300,202.76410827636718,200.65786895751953,False
2025-04-28,209.8647918701172,211.2230113707532,207.1883090170199,209.72497582911666,38743100,206.1556610107422,201.8552993774414,False
2025-04-29,210.9333953857422,211.96204522644123,208.09710321217068,208.41669143858087,36827600,208.4466552734375,202.72316131591796,False
2025-04-30,212.22171020507812,213.30029766677714,206.399343338795,209.02590396975114,52286500,210.0245849609375,203.75780487060547,False
2025-05-01,213.04063415527344,214.2790004444518,208.62640936955898,208.80618155790114,57365700,211.01329040527344,205.66031036376953,False
2025-05-02,205.08106994628906,206.71892151455646,201.89524528415058,205.82009105417706,101010600,210.2283203125,206.4962142944336,False
2025-05-05,198.62953186035156,203.83271551835597,197.9504297070337,202.83402512431957,69018500,207.98126831054688,207.06846466064454,False
2025-05-06,198.25001525878906,200.38721199140494,196.7619763948813,197.9504203457911,51216500,205.44459228515626,206.94562377929688,False
2025-05-07,195.99298095703125,199.1788056079939,192.99690991055434,198.90915494694545,68536700,202.19884643554687,206.1117156982422,False
2025-05-08,197.2313690185547,199.78801395815432,194.42503624466005,197.46106353953903,50478900,199.03699340820313,205.02514190673827,False
2025-05-09,198.27000427246094,200.2773664943336,197.28129528859796,198.739389980464,36453900,197.6747802734375,203.95155029296876,False
2025-05-12,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800,200.10687255859375,204.0440704345703,False
2025-05-13,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300,203.0428680419922,204.2437301635742,False
2025-05-14,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,206.31027221679688,204.2545593261719,True
2025-05-15,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,209.15399780273438,204.09549560546876,False
2025-05-16,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900,211.7519958496094,204.71338806152343,False
2025-05-19,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500,211.3499969482422,205.72843475341796,False
2025-05-20,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600,210.13599853515626,206.5894332885742,False
2025-05-21,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800,208.08799743652344,207.19913482666016,False
2025-05-22,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400,206.06999816894532,207.61199798583985,False
2025-05-23,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900,202.87200012207032,207.31199798583984,False
2025-05-27,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500,201.1580017089844,206.25399932861328,False
2025-05-28,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700,199.87000122070313,205.00299987792968,False
